recorder,humidity,temp,precip.day.of,tmin,precip.day.before,hours.sun,date,lunar.vals,month,day,time.bin.id,rain.bin,call.type,n.calls,log.recorder.offset
S11,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,afternoon,1,long.argus,1,1.791759469
S11,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,afternoon,1,short.argus,1,1.791759469
S16,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,afternoon,1,long.argus,1,1.791759469
S17,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,afternoon,1,long.argus,2,1.791759469
S17,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,afternoon,1,short.argus,1,1.791759469
S18,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,afternoon,1,short.argus,1,1.791759469
S11,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,morning,1,long.argus,1,1.791759469
S11,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,morning,1,short.argus,6,1.791759469
S14,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,morning,1,long.argus,2,1.791759469
S14,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,morning,1,short.argus,6,1.791759469
S17,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,morning,1,long.argus,2,1.791759469
S17,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,morning,1,short.argus,2,1.791759469
S18,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,morning,1,long.argus,3,1.791759469
S18,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,morning,1,short.argus,10,1.791759469
S20,96,32.8,25.9,25.4,4.8,7.4,20180301,Full,3,1,morning,1,short.argus,1,1.791759469
S11,95,32.3,9,22.2,0,0,20180401,Full,4,1,afternoon,1,long.argus,1,1.609437912
S11,95,32.3,9,22.2,0,0,20180401,Full,4,1,afternoon,1,short.argus,5,1.609437912
S13,95,32.3,9,22.2,0,0,20180401,Full,4,1,evening,1,long.argus,1,1.609437912
S16,95,32.3,9,22.2,0,0,20180401,Full,4,1,evening,1,long.argus,2,1.609437912
S18,95,32.3,9,22.2,0,0,20180401,Full,4,1,evening,1,long.argus,3,1.609437912
S11,95,32.3,9,22.2,0,0,20180401,Full,4,1,madrugada,0,long.argus,1,1.609437912
S11,95,32.3,9,22.2,0,0,20180401,Full,4,1,madrugada,0,short.argus,1,1.609437912
S18,95,32.3,9,22.2,0,0,20180401,Full,4,1,madrugada,0,long.argus,1,1.609437912
S18,95,32.3,9,22.2,0,0,20180401,Full,4,1,madrugada,0,short.argus,1,1.609437912
S11,95,32.3,9,22.2,0,0,20180401,Full,4,1,morning,1,long.argus,2,1.609437912
S11,95,32.3,9,22.2,0,0,20180401,Full,4,1,morning,1,short.argus,9,1.609437912
S12,95,32.3,9,22.2,0,0,20180401,Full,4,1,morning,1,long.argus,1,1.609437912
S18,95,32.3,9,22.2,0,0,20180401,Full,4,1,morning,1,long.argus,3,1.609437912
S18,95,32.3,9,22.2,0,0,20180401,Full,4,1,morning,1,short.argus,9,1.609437912
S10,97,30.4,5.4,23.8,1.6,3.3,20180701,Full,7,1,afternoon,1,long.argus,1,0
S10,97,30.4,5.4,23.8,1.6,3.3,20180701,Full,7,1,evening,1,long.argus,1,0
S10,97,30.4,5.4,23.8,1.6,3.3,20180701,Full,7,1,madrugada,0,long.argus,2,0
S10,97,30.4,5.4,23.8,1.6,3.3,20180701,Full,7,1,madrugada,0,short.argus,1,0
S10,97,30.4,5.4,23.8,1.6,3.3,20180701,Full,7,1,morning,1,long.argus,1,0
S17,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,afternoon,1,long.argus,1,1.945910149
S14,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,afternoon,1,short.argus,1,1.945910149
S18,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,afternoon,1,short.argus,1,1.945910149
S16,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,madrugada,1,long.argus,2,1.945910149
S11,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,long.argus,1,1.945910149
S11,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,short.argus,5,1.945910149
S13,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,long.argus,1,1.945910149
S14,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,long.argus,2,1.945910149
S14,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,short.argus,11,1.945910149
S17,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,long.argus,9,1.945910149
S17,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,short.argus,15,1.945910149
S18,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,long.argus,5,1.945910149
S18,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,short.argus,15,1.945910149
S19,98,31.1,23.5,23.8,25.9,4.4,20180302,Full,3,2,morning,0,long.argus,3,1.945910149
S11,95,32.3,7.4,22.5,9,3.1,20180402,Full,4,2,afternoon,0,long.argus,2,1.386294361
S11,95,32.3,7.4,22.5,9,3.1,20180402,Full,4,2,afternoon,0,short.argus,3,1.386294361
S13,95,32.3,7.4,22.5,9,3.1,20180402,Full,4,2,afternoon,0,long.argus,1,1.386294361
S11,95,32.3,7.4,22.5,9,3.1,20180402,Full,4,2,madrugada,0,long.argus,3,1.386294361
S11,95,32.3,7.4,22.5,9,3.1,20180402,Full,4,2,madrugada,0,short.argus,2,1.386294361
S11,95,32.3,7.4,22.5,9,3.1,20180402,Full,4,2,morning,0,long.argus,1,1.386294361
S11,95,32.3,7.4,22.5,9,3.1,20180402,Full,4,2,morning,0,short.argus,4,1.386294361
S12,95,32.3,7.4,22.5,9,3.1,20180402,Full,4,2,morning,0,long.argus,2,1.386294361
S16,95,32.3,7.4,22.5,9,3.1,20180402,Full,4,2,morning,0,short.argus,1,1.386294361
S19,95,31.6,2,23.9,0.7,3.2,20180502,Full,5,2,afternoon,0,long.argus,1,0
S19,95,31.6,2,23.9,0.7,3.2,20180502,Full,5,2,morning,0,long.argus,1,0
S10,96,32.1,2.4,23.1,5.4,5.9,20180702,Waning,7,2,afternoon,0,long.argus,3,0
S17,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,afternoon,1,long.argus,1,1.791759469
S17,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,afternoon,1,short.argus,4,1.791759469
S18,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,evening,1,short.argus,1,1.791759469
S18,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,madrugada,0,long.argus,2,1.791759469
S11,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,morning,1,long.argus,3,1.791759469
S11,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,morning,1,short.argus,2,1.791759469
S14,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,morning,1,long.argus,1,1.791759469
S14,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,morning,1,short.argus,3,1.791759469
S17,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,morning,1,long.argus,1,1.791759469
S17,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,morning,1,short.argus,4,1.791759469
S19,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,morning,1,long.argus,2,1.791759469
S18,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,morning,1,short.argus,8,1.791759469
S20,99,30.2,3.1,22.6,23.5,2.2,20180303,Full,3,3,morning,1,short.argus,7,1.791759469
S11,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,afternoon,1,long.argus,2,1.386294361
S11,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,afternoon,1,short.argus,4,1.386294361
S16,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,afternoon,1,long.argus,1,1.386294361
S17,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,afternoon,1,long.argus,1,1.386294361
S17,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,evening,1,long.argus,2,1.386294361
S11,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,madrugada,0,long.argus,1,1.386294361
S11,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,madrugada,0,short.argus,1,1.386294361
S12,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,madrugada,0,long.argus,1,1.386294361
S17,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,madrugada,0,long.argus,1,1.386294361
S11,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,morning,1,long.argus,3,1.386294361
S11,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,morning,1,short.argus,3,1.386294361
S12,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,morning,1,long.argus,2,1.386294361
S17,96,32.3,130,22.2,7.4,4.3,20180403,Full,4,3,morning,1,long.argus,4,1.386294361
S10,94,31.5,0,22.8,2.4,2.9,20180703,Waning,7,3,afternoon,0,long.argus,1,0
S10,94,31.5,0,22.8,2.4,2.9,20180703,Waning,7,3,madrugada,0,long.argus,2,0
S10,94,31.5,0,22.8,2.4,2.9,20180703,Waning,7,3,morning,0,long.argus,2,0
S13,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,afternoon,1,long.argus,1,2.197224577
S18,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,madrugada,0,long.argus,1,2.197224577
S19,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,madrugada,0,long.argus,1,2.197224577
S11,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,long.argus,1,2.197224577
S11,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,short.argus,1,2.197224577
S12,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,long.argus,1,2.197224577
S14,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,long.argus,1,2.197224577
S14,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,short.argus,8,2.197224577
S17,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,long.argus,1,2.197224577
S17,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,short.argus,12,2.197224577
S18,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,long.argus,1,2.197224577
S18,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,short.argus,5,2.197224577
S19,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,long.argus,2,2.197224577
S20,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,long.argus,1,2.197224577
S20,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,short.argus,1,2.197224577
S16,97,30.8,3.5,23.8,3.1,5.6,20180304,Full,3,4,morning,0,short.argus,2,2.197224577
S11,99,32.3,0.2,22.2,130,0,20180404,Full,4,4,afternoon,1,long.argus,3,0.693147181
S11,99,32.3,0.2,22.2,130,0,20180404,Full,4,4,afternoon,1,short.argus,3,0.693147181
S17,99,32.3,0.2,22.2,130,0,20180404,Full,4,4,afternoon,1,long.argus,1,0.693147181
S17,99,32.3,0.2,22.2,130,0,20180404,Full,4,4,evening,1,long.argus,2,0.693147181
S11,99,32.3,0.2,22.2,130,0,20180404,Full,4,4,morning,1,long.argus,1,0.693147181
S11,99,32.3,0.2,22.2,130,0,20180404,Full,4,4,morning,1,short.argus,3,0.693147181
S17,99,32.3,0.2,22.2,130,0,20180404,Full,4,4,morning,1,long.argus,2,0.693147181
S17,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,afternoon,0,long.argus,2,1.609437912
S18,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,afternoon,0,long.argus,2,1.609437912
S18,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,afternoon,0,short.argus,9,1.609437912
S19,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,afternoon,0,long.argus,1,1.609437912
S18,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,evening,0,long.argus,3,1.609437912
S18,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,evening,0,short.argus,1,1.609437912
S19,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,evening,0,short.argus,1,1.609437912
S18,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,madrugada,0,long.argus,1,1.609437912
S19,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,madrugada,0,long.argus,2,1.609437912
S12,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,morning,0,long.argus,1,1.609437912
S14,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,morning,0,long.argus,1,1.609437912
S14,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,morning,0,short.argus,10,1.609437912
S17,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,morning,0,long.argus,1,1.609437912
S17,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,morning,0,short.argus,2,1.609437912
S18,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,morning,0,long.argus,2,1.609437912
S18,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,morning,0,short.argus,21,1.609437912
S19,96,30.4,0.4,23.2,3.5,0.9,20180305,Full,3,5,morning,0,long.argus,2,1.609437912
S11,96,32.3,0.6,22.2,0.2,5.9,20180405,Waning,4,5,afternoon,1,short.argus,3,1.945910149
S16,96,32.3,0.6,22.2,0.2,5.9,20180405,Waning,4,5,evening,0,long.argus,1,1.945910149
S19,96,32.3,0.6,22.2,0.2,5.9,20180405,Waning,4,5,evening,0,long.argus,1,1.945910149
S11,96,32.3,0.6,22.2,0.2,5.9,20180405,Waning,4,5,morning,1,long.argus,3,1.945910149
S11,96,32.3,0.6,22.2,0.2,5.9,20180405,Waning,4,5,morning,1,short.argus,5,1.945910149
S12,96,32.3,0.6,22.2,0.2,5.9,20180405,Waning,4,5,morning,1,long.argus,2,1.945910149
S13,96,32.3,0.6,22.2,0.2,5.9,20180405,Waning,4,5,morning,1,long.argus,1,1.945910149
S15,96,32.3,0.6,22.2,0.2,5.9,20180405,Waning,4,5,morning,1,long.argus,1,1.945910149
S17,96,32.3,0.6,22.2,0.2,5.9,20180405,Waning,4,5,morning,1,long.argus,2,1.945910149
S14,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,afternoon,0,long.argus,1,2.079441542
S14,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,afternoon,0,short.argus,2,2.079441542
S17,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,afternoon,0,long.argus,3,2.079441542
S19,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,afternoon,0,long.argus,1,2.079441542
S18,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,afternoon,0,short.argus,1,2.079441542
S20,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,afternoon,0,short.argus,5,2.079441542
S18,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,evening,0,long.argus,1,2.079441542
S19,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,evening,0,long.argus,1,2.079441542
S14,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,evening,0,short.argus,1,2.079441542
S18,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,madrugada,0,long.argus,1,2.079441542
S11,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,long.argus,2,2.079441542
S11,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,short.argus,3,2.079441542
S12,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,long.argus,1,2.079441542
S13,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,long.argus,1,2.079441542
S14,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,long.argus,3,2.079441542
S14,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,short.argus,8,2.079441542
S17,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,long.argus,5,2.079441542
S17,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,short.argus,4,2.079441542
S18,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,long.argus,1,2.079441542
S18,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,short.argus,14,2.079441542
S20,96,32.3,0,23.5,0.4,7.1,20180306,Waning,3,6,morning,0,short.argus,3,2.079441542
S11,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,afternoon,0,long.argus,4,1.791759469
S11,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,afternoon,0,short.argus,3,1.791759469
S12,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,afternoon,0,long.argus,1,1.791759469
S17,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,afternoon,0,long.argus,1,1.791759469
S16,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,afternoon,0,short.argus,2,1.791759469
S19,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,afternoon,0,short.argus,1,1.791759469
S13,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,evening,0,long.argus,1,1.791759469
S16,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,evening,0,long.argus,4,1.791759469
S19,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,evening,0,long.argus,1,1.791759469
S11,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,madrugada,0,long.argus,2,1.791759469
S11,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,madrugada,0,short.argus,1,1.791759469
S11,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,morning,0,long.argus,1,1.791759469
S11,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,morning,0,short.argus,4,1.791759469
S12,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,morning,0,long.argus,1,1.791759469
S13,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,morning,0,long.argus,2,1.791759469
S17,97,32.3,1.6,22.2,0.6,7.5,20180406,Waning,4,6,morning,0,long.argus,4,1.791759469
S16,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,afternoon,1,long.argus,1,1.609437912
S17,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,afternoon,1,long.argus,1,1.609437912
S17,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,evening,1,long.argus,1,1.609437912
S14,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,madrugada,0,long.argus,1,1.609437912
S14,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,madrugada,0,short.argus,1,1.609437912
S17,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,madrugada,0,long.argus,1,1.609437912
S19,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,madrugada,0,long.argus,1,1.609437912
S11,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,madrugada,0,short.argus,2,1.609437912
S11,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,morning,1,long.argus,1,1.609437912
S11,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,morning,1,short.argus,1,1.609437912
S14,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,morning,1,long.argus,1,1.609437912
S14,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,morning,1,short.argus,6,1.609437912
S16,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,morning,1,short.argus,5,1.609437912
S17,98,31.2,14,23.3,0,6.2,20180307,Waning,3,7,morning,1,short.argus,1,1.609437912
S11,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,afternoon,1,long.argus,1,1.609437912
S11,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,afternoon,1,short.argus,1,1.609437912
S13,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,afternoon,1,long.argus,1,1.609437912
S17,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,evening,0,long.argus,1,1.609437912
S19,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,evening,0,long.argus,1,1.609437912
S11,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,morning,1,long.argus,4,1.609437912
S11,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,morning,1,short.argus,1,1.609437912
S12,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,morning,1,long.argus,1,1.609437912
S13,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,morning,1,long.argus,2,1.609437912
S17,98,32,0,22.2,1.6,8.2,20180407,Waning,4,7,morning,1,long.argus,3,1.609437912
S17,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,afternoon,1,long.argus,1,1.609437912
S16,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,evening,1,long.argus,1,1.609437912
S16,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,evening,1,short.argus,1,1.609437912
S18,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,evening,1,long.argus,1,1.609437912
S18,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,evening,1,short.argus,1,1.609437912
S18,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,madrugada,1,long.argus,1,1.609437912
S14,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,morning,1,long.argus,1,1.609437912
S14,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,morning,1,short.argus,5,1.609437912
S17,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,morning,1,long.argus,3,1.609437912
S17,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,morning,1,short.argus,12,1.609437912
S18,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,morning,1,long.argus,7,1.609437912
S18,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,morning,1,short.argus,10,1.609437912
S19,90,30.8,1.8,23.9,14,4.5,20180308,Waning,3,8,morning,1,long.argus,3,1.609437912
S11,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,afternoon,1,long.argus,1,1.386294361
S11,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,afternoon,1,short.argus,1,1.386294361
S11,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,madrugada,0,long.argus,1,1.386294361
S11,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,madrugada,0,short.argus,2,1.386294361
S17,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,madrugada,0,long.argus,2,1.386294361
S19,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,madrugada,0,short.argus,1,1.386294361
S11,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,morning,0,long.argus,5,1.386294361
S11,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,morning,0,short.argus,3,1.386294361
S12,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,morning,0,long.argus,1,1.386294361
S17,96,31.9,6.7,22.2,0,7.3,20180408,Waning,4,8,morning,0,long.argus,3,1.386294361
S19,94,32.9,0.1,23.9,0,5.6,20180508,Waning,5,8,afternoon,0,long.argus,1,0
S19,94,32.9,0.1,23.9,0,5.6,20180508,Waning,5,8,madrugada,0,long.argus,1,0
S11,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,afternoon,0,long.argus,4,1.791759469
S11,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,afternoon,0,short.argus,3,1.791759469
S13,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,afternoon,0,long.argus,1,1.791759469
S14,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,afternoon,0,long.argus,1,1.791759469
S18,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,afternoon,0,long.argus,6,1.791759469
S19,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,afternoon,0,long.argus,2,1.791759469
S19,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,afternoon,0,short.argus,1,1.791759469
S11,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,evening,0,short.argus,2,1.791759469
S17,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,evening,0,short.argus,1,1.791759469
S18,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,evening,0,short.argus,1,1.791759469
S17,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,madrugada,0,long.argus,1,1.791759469
S11,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,morning,0,long.argus,5,1.791759469
S14,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,morning,0,long.argus,3,1.791759469
S14,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,morning,0,short.argus,6,1.791759469
S18,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,morning,0,long.argus,1,1.791759469
S18,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,morning,0,short.argus,1,1.791759469
S17,98,30.7,0,24.1,1.8,7.5,20180309,Waning,3,9,morning,0,short.argus,4,1.791759469
